// rate library for f01: HAbstraction reaction
// original from rate library.txt, CDW 03/08/01
// SR and JS rename some nodes according to the tree and dictionary correction, Nov., 20, 2002
// JS, comment out 10th, change XH in 23 from C/Cd/H3 to C/H3/Cd
// JS, remove CO_birad to form a new family later: CO + RH -> HCO + R.  Aug, 26, 2003

// JS, define key word for format of the rate: either Arrhenius or Arrhenius_EP
Arrhenius_EP

// Catherina Wijaya thesis, pg 151 -154.

//f01_intermolecular_HA
//No.	XH			Y_rad				Temp.		A			n		a		E0		DA		Dn		Da		DE0		Rank	Comments
771	C/H2/CsS	Cd_rad/NonDeS	300-1500	2.72E-02	4.24	0.00	2.0	0	0	0	0	4	Aäron Vandeputte GAVs 
772	C/H2/CsS	C_rad/H/CdS	300-1500	4.49E-02	4.24	0.00	20.9	0	0	0	0	4	Aäron Vandeputte GAVs 
773	C/H2/CsS	C_rad/CdCsS	300-1500	5.67E-03	4.24	0.00	20.9	0	0	0	0	4	Aäron Vandeputte GAVs 
774	C/H2/CsS	C_rad/H/CtS	300-1500	2.67E-02	4.24	0.00	19.4	0	0	0	0	4	Aäron Vandeputte GAVs 
775	C/H2/CsS	C_rad/CtCsS	300-1500	1.09E-01	4.24	0.00	20.2	0	0	0	0	4	Aäron Vandeputte GAVs 
776	C/H/Cs2S	H_rad	300-1500	5.95E-01	4.24	0.00	0.8	0	0	0	0	4	Aäron Vandeputte GAVs 
777	C/H/Cs2S	C_methyl	300-1500	1.72E-02	4.24	0.00	2.9	0	0	0	0	4	Aäron Vandeputte GAVs 
778	C/H/Cs2S	C_rad/H2/Cs	300-1500	3.51E-03	4.24	0.00	4.3	0	0	0	0	4	Aäron Vandeputte GAVs 
779	C/H/Cs2S	C_rad/H/NonDeC	300-1500	9.26E-03	4.24	0.00	5.2	0	0	0	0	4	Aäron Vandeputte GAVs 
780	C/H/Cs2S	C_rad/Cs3	300-1500	4.87E-03	4.24	0.00	5.2	0	0	0	0	4	Aäron Vandeputte GAVs 
781	C/H/Cs2S	C_rad/H2/Cd	300-1500	3.62E-02	4.24	0.00	15.7	0	0	0	0	4	Aäron Vandeputte GAVs 
782	C/H/Cs2S	C_rad/H/CdCs	300-1500	2.85E-02	4.24	0.00	17.5	0	0	0	0	4	Aäron Vandeputte GAVs 
783	C/H/Cs2S	C_rad/CdCs2	300-1500	7.79E-03	4.24	0.00	17.9	0	0	0	0	4	Aäron Vandeputte GAVs 
784	C/H/Cs2S	C_rad/H/CdCd	300-1500	1.15E-01	4.24	0.00	25.7	0	0	0	0	4	Aäron Vandeputte GAVs 
785	C/H/Cs2S	C_rad/CdCdCs	300-1500	1.02E-02	4.24	0.00	26.2	0	0	0	0	4	Aäron Vandeputte GAVs 
786	C/H/Cs2S	C_rad/H2/Ct	300-1500	1.64E-02	4.24	0.00	11.9	0	0	0	0	4	Aäron Vandeputte GAVs 
787	C/H/Cs2S	C_rad/H/CtCs	300-1500	6.84E-03	4.24	0.00	13.5	0	0	0	0	4	Aäron Vandeputte GAVs 
788	C/H/Cs2S	C_rad/CtCs2	300-1500	4.85E-03	4.24	0.00	14.3	0	0	0	0	4	Aäron Vandeputte GAVs 
789	C/H/Cs2S	C_rad/H/CtCt	300-1500	3.48E-02	4.24	0.00	20.0	0	0	0	0	4	Aäron Vandeputte GAVs 
790	C/H/Cs2S	C_rad/CtCtCs	300-1500	1.71E-03	4.24	0.00	21.0	0	0	0	0	4	Aäron Vandeputte GAVs 
791	C/H/Cs2S	C_rad/H2/Cb	300-1500	3.53E-02	4.24	0.00	13.6	0	0	0	0	4	Aäron Vandeputte GAVs 
792	C/H/Cs2S	C_rad/H/CbCs	300-1500	1.81E-02	4.24	0.00	14.4	0	0	0	0	4	Aäron Vandeputte GAVs 
793	C/H/Cs2S	C_rad/CbCs2	300-1500	8.64E-04	4.24	0.00	14.0	0	0	0	0	4	Aäron Vandeputte GAVs 
794	C/H/Cs2S	Cd_pri_rad	300-1500	1.62E-02	4.24	0.00	-1.7	0	0	0	0	4	Aäron Vandeputte GAVs 
795	C/H/Cs2S	Cd_rad/NonDeC	300-1500	1.60E-02	4.24	0.00	-0.8	0	0	0	0	4	Aäron Vandeputte GAVs 
796	C/H/Cs2S	Cd_rad/Cd	300-1500	7.65E-03	4.24	0.00	6.0	0	0	0	0	4	Aäron Vandeputte GAVs 
797	C/H/Cs2S	Cb_rad	300-1500	1.93E-02	4.24	0.00	-4.4	0	0	0	0	4	Aäron Vandeputte GAVs 
798	C/H/Cs2S	Cd_rad/Ct	300-1500	1.64E-03	4.24	0.00	3.3	0	0	0	0	4	Aäron Vandeputte GAVs 
799	C/H/Cs2S	C_rad/H2/S	300-1500	5.55E-03	4.24	0.00	8.2	0	0	0	0	4	Aäron Vandeputte GAVs 
800	C/H/Cs2S	C_rad/H/CsS	300-1500	9.92E-03	4.24	0.00	8.2	0	0	0	0	4	Aäron Vandeputte GAVs 
801	C/H/Cs2S	C_rad/Cs2S	300-1500	4.00E-03	4.24	0.00	8.0	0	0	0	0	4	Aäron Vandeputte GAVs 
802	C/H/Cs2S	Cd_rad/NonDeS	300-1500	3.32E-02	4.24	0.00	0.4	0	0	0	0	4	Aäron Vandeputte GAVs 
803	C/H/Cs2S	C_rad/H/CdS	300-1500	5.48E-02	4.24	0.00	19.4	0	0	0	0	4	Aäron Vandeputte GAVs 
804	C/H/Cs2S	C_rad/CdCsS	300-1500	6.92E-03	4.24	0.00	19.4	0	0	0	0	4	Aäron Vandeputte GAVs 
805	C/H/Cs2S	C_rad/H/CtS	300-1500	3.26E-02	4.24	0.00	17.9	0	0	0	0	4	Aäron Vandeputte GAVs 
806	C/H/Cs2S	C_rad/CtCsS	300-1500	1.33E-01	4.24	0.00	18.7	0	0	0	0	4	Aäron Vandeputte GAVs 
807	Cd/H/CS	H_rad	300-1500	1.24E+00	4.24	0.00	4.7	0	0	0	0	4	Aäron Vandeputte GAVs 
808	Cd/H/CS	C_methyl	300-1500	3.60E-02	4.24	0.00	6.8	0	0	0	0	4	Aäron Vandeputte GAVs 
809	Cd/H/CS	C_rad/H2/Cs	300-1500	7.33E-03	4.24	0.00	8.2	0	0	0	0	4	Aäron Vandeputte GAVs 
810	Cd/H/CS	C_rad/H/NonDeC	300-1500	1.94E-02	4.24	0.00	9.1	0	0	0	0	4	Aäron Vandeputte GAVs 
811	Cd/H/CS	C_rad/Cs3	300-1500	1.02E-02	4.24	0.00	9.1	0	0	0	0	4	Aäron Vandeputte GAVs 
812	Cd/H/CS	C_rad/H2/Cd	300-1500	7.56E-02	4.24	0.00	19.6	0	0	0	0	4	Aäron Vandeputte GAVs 
813	Cd/H/CS	C_rad/H/CdCs	300-1500	5.96E-02	4.24	0.00	21.4	0	0	0	0	4	Aäron Vandeputte GAVs 
814	Cd/H/CS	C_rad/CdCs2	300-1500	1.63E-02	4.24	0.00	21.9	0	0	0	0	4	Aäron Vandeputte GAVs 
815	Cd/H/CS	C_rad/H/CdCd	300-1500	2.40E-01	4.24	0.00	29.7	0	0	0	0	4	Aäron Vandeputte GAVs 
816	Cd/H/CS	C_rad/CdCdCs	300-1500	2.13E-02	4.24	0.00	30.1	0	0	0	0	4	Aäron Vandeputte GAVs 
817	Cd/H/CS	C_rad/H2/Ct	300-1500	3.44E-02	4.24	0.00	15.8	0	0	0	0	4	Aäron Vandeputte GAVs 
818	Cd/H/CS	C_rad/H/CtCs	300-1500	1.43E-02	4.24	0.00	17.4	0	0	0	0	4	Aäron Vandeputte GAVs 
819	Cd/H/CS	C_rad/CtCs2	300-1500	1.01E-02	4.24	0.00	18.2	0	0	0	0	4	Aäron Vandeputte GAVs 
820	Cd/H/CS	C_rad/H/CtCt	300-1500	7.28E-02	4.24	0.00	23.9	0	0	0	0	4	Aäron Vandeputte GAVs 
821	Cd/H/CS	C_rad/CtCtCs	300-1500	3.58E-03	4.24	0.00	25.0	0	0	0	0	4	Aäron Vandeputte GAVs 
822	Cd/H/CS	C_rad/H2/Cb	300-1500	7.38E-02	4.24	0.00	17.5	0	0	0	0	4	Aäron Vandeputte GAVs 
823	Cd/H/CS	C_rad/H/CbCs	300-1500	3.79E-02	4.24	0.00	18.3	0	0	0	0	4	Aäron Vandeputte GAVs 
824	Cd/H/CS	C_rad/CbCs2	300-1500	1.81E-03	4.24	0.00	17.9	0	0	0	0	4	Aäron Vandeputte GAVs 
825	Cd/H/CS	Cd_pri_rad	300-1500	3.39E-02	4.24	0.00	2.2	0	0	0	0	4	Aäron Vandeputte GAVs 
826	Cd/H/CS	Cd_rad/NonDeC	300-1500	3.35E-02	4.24	0.00	3.1	0	0	0	0	4	Aäron Vandeputte GAVs 
827	Cd/H/CS	Cd_rad/Cd	300-1500	1.60E-02	4.24	0.00	9.9	0	0	0	0	4	Aäron Vandeputte GAVs 
828	Cd/H/CS	Cb_rad	300-1500	4.03E-02	4.24	0.00	-0.5	0	0	0	0	4	Aäron Vandeputte GAVs 
829	Cd/H/CS	Cd_rad/Ct	300-1500	3.43E-03	4.24	0.00	7.2	0	0	0	0	4	Aäron Vandeputte GAVs 
830	Cd/H/CS	C_rad/H2/S	300-1500	1.16E-02	4.24	0.00	12.1	0	0	0	0	4	Aäron Vandeputte GAVs 
831	Cd/H/CS	C_rad/H/CsS	300-1500	2.07E-02	4.24	0.00	12.1	0	0	0	0	4	Aäron Vandeputte GAVs 
832	Cd/H/CS	C_rad/Cs2S	300-1500	8.37E-03	4.24	0.00	11.9	0	0	0	0	4	Aäron Vandeputte GAVs 
833	Cd/H/CS	Cd_rad/NonDeS	300-1500	6.94E-02	4.24	0.00	4.4	0	0	0	0	4	Aäron Vandeputte GAVs 
834	Cd/H/CS	C_rad/H/CdS	300-1500	1.15E-01	4.24	0.00	23.3	0	0	0	0	4	Aäron Vandeputte GAVs 
835	Cd/H/CS	C_rad/CdCsS	300-1500	1.45E-02	4.24	0.00	23.3	0	0	0	0	4	Aäron Vandeputte GAVs 
836	Cd/H/CS	C_rad/H/CtS	300-1500	6.81E-02	4.24	0.00	21.8	0	0	0	0	4	Aäron Vandeputte GAVs 
837	Cd/H/CS	C_rad/CtCsS	300-1500	2.79E-01	4.24	0.00	22.6	0	0	0	0	4	Aäron Vandeputte GAVs 
838	C/H2/CdS	H_rad	300-1500	8.93E-01	4.24	0.00	1.3	0	0	0	0	4	Aäron Vandeputte GAVs 
839	C/H2/CdS	C_methyl	300-1500	2.58E-02	4.24	0.00	3.4	0	0	0	0	4	Aäron Vandeputte GAVs 
840	C/H2/CdS	C_rad/H2/Cs	300-1500	5.26E-03	4.24	0.00	4.8	0	0	0	0	4	Aäron Vandeputte GAVs 
841	C/H2/CdS	C_rad/H/NonDeC	300-1500	1.39E-02	4.24	0.00	5.7	0	0	0	0	4	Aäron Vandeputte GAVs 
842	C/H2/CdS	C_rad/Cs3	300-1500	7.30E-03	4.24	0.00	5.7	0	0	0	0	4	Aäron Vandeputte GAVs 
843	C/H2/CdS	C_rad/H2/Cd	300-1500	5.43E-02	4.24	0.00	16.2	0	0	0	0	4	Aäron Vandeputte GAVs 
844	C/H2/CdS	C_rad/H/CdCs	300-1500	4.28E-02	4.24	0.00	18.0	0	0	0	0	4	Aäron Vandeputte GAVs 
845	C/H2/CdS	C_rad/CdCs2	300-1500	1.17E-02	4.24	0.00	18.5	0	0	0	0	4	Aäron Vandeputte GAVs 
846	C/H2/CdS	C_rad/H/CdCd	300-1500	1.72E-01	4.24	0.00	26.3	0	0	0	0	4	Aäron Vandeputte GAVs 
847	C/H2/CdS	C_rad/CdCdCs	300-1500	1.53E-02	4.24	0.00	26.7	0	0	0	0	4	Aäron Vandeputte GAVs 
848	C/H2/CdS	C_rad/H2/Ct	300-1500	2.47E-02	4.24	0.00	12.4	0	0	0	0	4	Aäron Vandeputte GAVs 
849	C/H2/CdS	C_rad/H/CtCs	300-1500	1.03E-02	4.24	0.00	14.0	0	0	0	0	4	Aäron Vandeputte GAVs 
850	C/H2/CdS	C_rad/CtCs2	300-1500	7.28E-03	4.24	0.00	14.8	0	0	0	0	4	Aäron Vandeputte GAVs 
851	C/H2/CdS	C_rad/H/CtCt	300-1500	5.23E-02	4.24	0.00	20.5	0	0	0	0	4	Aäron Vandeputte GAVs 
852	C/H2/CdS	C_rad/CtCtCs	300-1500	2.57E-03	4.24	0.00	21.6	0	0	0	0	4	Aäron Vandeputte GAVs 
853	C/H2/CdS	C_rad/H2/Cb	300-1500	5.29E-02	4.24	0.00	14.1	0	0	0	0	4	Aäron Vandeputte GAVs 
854	C/H2/CdS	C_rad/H/CbCs	300-1500	2.72E-02	4.24	0.00	14.9	0	0	0	0	4	Aäron Vandeputte GAVs 
855	C/H2/CdS	C_rad/CbCs2	300-1500	1.30E-03	4.24	0.00	14.5	0	0	0	0	4	Aäron Vandeputte GAVs 
856	C/H2/CdS	Cd_pri_rad	300-1500	2.43E-02	4.24	0.00	-1.2	0	0	0	0	4	Aäron Vandeputte GAVs 
857	C/H2/CdS	Cd_rad/NonDeC	300-1500	2.40E-02	4.24	0.00	-0.3	0	0	0	0	4	Aäron Vandeputte GAVs 
858	C/H2/CdS	Cd_rad/Cd	300-1500	1.15E-02	4.24	0.00	6.5	0	0	0	0	4	Aäron Vandeputte GAVs 
859	C/H2/CdS	Cb_rad	300-1500	2.89E-02	4.24	0.00	-3.9	0	0	0	0	4	Aäron Vandeputte GAVs 
860	C/H2/CdS	Cd_rad/Ct	300-1500	2.46E-03	4.24	0.00	3.8	0	0	0	0	4	Aäron Vandeputte GAVs 
861	C/H2/CdS	C_rad/H2/S	300-1500	8.34E-03	4.24	0.00	8.7	0	0	0	0	4	Aäron Vandeputte GAVs 
862	C/H2/CdS	C_rad/H/CsS	300-1500	1.49E-02	4.24	0.00	8.7	0	0	0	0	4	Aäron Vandeputte GAVs 
863	C/H2/CdS	C_rad/Cs2S	300-1500	6.00E-03	4.24	0.00	8.5	0	0	0	0	4	Aäron Vandeputte GAVs 
864	C/H2/CdS	Cd_rad/NonDeS	300-1500	4.98E-02	4.24	0.00	1.0	0	0	0	0	4	Aäron Vandeputte GAVs 
865	C/H2/CdS	C_rad/H/CdS	300-1500	8.23E-02	4.24	0.00	19.9	0	0	0	0	4	Aäron Vandeputte GAVs 
866	C/H2/CdS	C_rad/CdCsS	300-1500	1.04E-02	4.24	0.00	19.9	0	0	0	0	4	Aäron Vandeputte GAVs 
867	C/H2/CdS	C_rad/H/CtS	300-1500	4.89E-02	4.24	0.00	18.4	0	0	0	0	4	Aäron Vandeputte GAVs 
868	C/H2/CdS	C_rad/CtCsS	300-1500	2.00E-01	4.24	0.00	19.2	0	0	0	0	4	Aäron Vandeputte GAVs 
869	C/H/CdCsS	H_rad	300-1500	4.81E-01	4.24	0.00	0.0	0	0	0	0	4	Aäron Vandeputte GAVs 
870	C/H/CdCsS	C_methyl	300-1500	1.39E-02	4.24	0.00	2.2	0	0	0	0	4	Aäron Vandeputte GAVs 
871	C/H/CdCsS	C_rad/H2/Cs	300-1500	2.83E-03	4.24	0.00	3.6	0	0	0	0	4	Aäron Vandeputte GAVs 
872	C/H/CdCsS	C_rad/H/NonDeC	300-1500	7.49E-03	4.24	0.00	4.4	0	0	0	0	4	Aäron Vandeputte GAVs 
873	C/H/CdCsS	C_rad/Cs3	300-1500	3.93E-03	4.24	0.00	4.4	0	0	0	0	4	Aäron Vandeputte GAVs 
874	C/H/CdCsS	C_rad/H2/Cd	300-1500	2.92E-02	4.24	0.00	14.9	0	0	0	0	4	Aäron Vandeputte GAVs 
875	C/H/CdCsS	C_rad/H/CdCs	300-1500	2.30E-02	4.24	0.00	16.7	0	0	0	0	4	Aäron Vandeputte GAVs 
876	C/H/CdCsS	C_rad/CdCs2	300-1500	6.30E-03	4.24	0.00	17.2	0	0	0	0	4	Aäron Vandeputte GAVs 
877	C/H/CdCsS	C_rad/H/CdCd	300-1500	9.27E-02	4.24	0.00	25.0	0	0	0	0	4	Aäron Vandeputte GAVs 
878	C/H/CdCsS	C_rad/CdCdCs	300-1500	8.23E-03	4.24	0.00	25.4	0	0	0	0	4	Aäron Vandeputte GAVs 
879	C/H/CdCsS	C_rad/H2/Ct	300-1500	1.33E-02	4.24	0.00	11.2	0	0	0	0	4	Aäron Vandeputte GAVs 
880	C/H/CdCsS	C_rad/H/CtCs	300-1500	5.53E-03	4.24	0.00	12.7	0	0	0	0	4	Aäron Vandeputte GAVs 
881	C/H/CdCsS	C_rad/CtCs2	300-1500	3.92E-03	4.24	0.00	13.6	0	0	0	0	4	Aäron Vandeputte GAVs 
882	C/H/CdCsS	C_rad/H/CtCt	300-1500	2.82E-02	4.24	0.00	19.2	0	0	0	0	4	Aäron Vandeputte GAVs 
883	C/H/CdCsS	C_rad/CtCtCs	300-1500	1.38E-03	4.24	0.00	20.3	0	0	0	0	4	Aäron Vandeputte GAVs 
884	C/H/CdCsS	C_rad/H2/Cb	300-1500	2.85E-02	4.24	0.00	12.8	0	0	0	0	4	Aäron Vandeputte GAVs 
885	C/H/CdCsS	C_rad/H/CbCs	300-1500	1.47E-02	4.24	0.00	13.7	0	0	0	0	4	Aäron Vandeputte GAVs 
886	C/H/CdCsS	C_rad/CbCs2	300-1500	6.98E-04	4.24	0.00	13.3	0	0	0	0	4	Aäron Vandeputte GAVs 
887	C/H/CdCsS	Cd_pri_rad	300-1500	1.31E-02	4.24	0.00	-2.4	0	0	0	0	4	Aäron Vandeputte GAVs 
888	C/H/CdCsS	Cd_rad/NonDeC	300-1500	1.30E-02	4.24	0.00	-1.6	0	0	0	0	4	Aäron Vandeputte GAVs 
889	C/H/CdCsS	Cd_rad/Cd	300-1500	6.18E-03	4.24	0.00	5.3	0	0	0	0	4	Aäron Vandeputte GAVs 
890	C/H/CdCsS	Cb_rad	300-1500	1.56E-02	4.24	0.00	-5.2	0	0	0	0	4	Aäron Vandeputte GAVs 
891	C/H/CdCsS	Cd_rad/Ct	300-1500	1.33E-03	4.24	0.00	2.5	0	0	0	0	4	Aäron Vandeputte GAVs 
892	C/H/CdCsS	C_rad/H2/S	300-1500	4.49E-03	4.24	0.00	7.5	0	0	0	0	4	Aäron Vandeputte GAVs 
893	C/H/CdCsS	C_rad/H/CsS	300-1500	8.02E-03	4.24	0.00	7.5	0	0	0	0	4	Aäron Vandeputte GAVs 
894	C/H/CdCsS	C_rad/Cs2S	300-1500	3.23E-03	4.24	0.00	7.3	0	0	0	0	4	Aäron Vandeputte GAVs 
895	C/H/CdCsS	Cd_rad/NonDeS	300-1500	2.68E-02	4.24	0.00	-0.3	0	0	0	0	4	Aäron Vandeputte GAVs 
896	C/H/CdCsS	C_rad/H/CdS	300-1500	4.43E-02	4.24	0.00	18.6	0	0	0	0	4	Aäron Vandeputte GAVs 
897	C/H/CdCsS	C_rad/CdCsS	300-1500	5.60E-03	4.24	0.00	18.6	0	0	0	0	4	Aäron Vandeputte GAVs 
898	C/H/CdCsS	C_rad/H/CtS	300-1500	2.63E-02	4.24	0.00	17.2	0	0	0	0	4	Aäron Vandeputte GAVs 
899	C/H/CdCsS	C_rad/CtCsS	300-1500	1.08E-01	4.24	0.00	17.9	0	0	0	0	4	Aäron Vandeputte GAVs 
900	C/H2/CtS	H_rad	300-1500	7.32E-01	4.24	0.00	0.9	0	0	0	0	4	Aäron Vandeputte GAVs 
901	C/H2/CtS	C_methyl	300-1500	2.12E-02	4.24	0.00	3.0	0	0	0	0	4	Aäron Vandeputte GAVs 
902	C/H2/CtS	C_rad/H2/Cs	300-1500	4.31E-03	4.24	0.00	4.4	0	0	0	0	4	Aäron Vandeputte GAVs 
903	C/H2/CtS	C_rad/H/NonDeC	300-1500	1.14E-02	4.24	0.00	5.3	0	0	0	0	4	Aäron Vandeputte GAVs 
904	C/H2/CtS	C_rad/Cs3	300-1500	5.98E-03	4.24	0.00	5.3	0	0	0	0	4	Aäron Vandeputte GAVs 
905	C/H2/CtS	C_rad/H2/Cd	300-1500	4.45E-02	4.24	0.00	15.8	0	0	0	0	4	Aäron Vandeputte GAVs 
906	C/H2/CtS	C_rad/H/CdCs	300-1500	3.51E-02	4.24	0.00	17.6	0	0	0	0	4	Aäron Vandeputte GAVs 
907	C/H2/CtS	C_rad/CdCs2	300-1500	9.58E-03	4.24	0.00	18.0	0	0	0	0	4	Aäron Vandeputte GAVs 
908	C/H2/CtS	C_rad/H/CdCd	300-1500	1.41E-01	4.24	0.00	25.8	0	0	0	0	4	Aäron Vandeputte GAVs 
909	C/H2/CtS	C_rad/CdCdCs	300-1500	1.25E-02	4.24	0.00	26.3	0	0	0	0	4	Aäron Vandeputte GAVs 
910	C/H2/CtS	C_rad/H2/Ct	300-1500	2.02E-02	4.24	0.00	12.0	0	0	0	0	4	Aäron Vandeputte GAVs 
911	C/H2/CtS	C_rad/H/CtCs	300-1500	8.41E-03	4.24	0.00	13.6	0	0	0	0	4	Aäron Vandeputte GAVs 
912	C/H2/CtS	C_rad/CtCs2	300-1500	5.97E-03	4.24	0.00	14.4	0	0	0	0	4	Aäron Vandeputte GAVs 
913	C/H2/CtS	C_rad/H/CtCt	300-1500	4.28E-02	4.24	0.00	20.1	0	0	0	0	4	Aäron Vandeputte GAVs 
914	C/H2/CtS	C_rad/CtCtCs	300-1500	2.11E-03	4.24	0.00	21.2	0	0	0	0	4	Aäron Vandeputte GAVs 
915	C/H2/CtS	C_rad/H2/Cb	300-1500	4.34E-02	4.24	0.00	13.7	0	0	0	0	4	Aäron Vandeputte GAVs 
916	C/H2/CtS	C_rad/H/CbCs	300-1500	2.23E-02	4.24	0.00	14.5	0	0	0	0	4	Aäron Vandeputte GAVs 
917	C/H2/CtS	C_rad/CbCs2	300-1500	1.06E-03	4.24	0.00	14.1	0	0	0	0	4	Aäron Vandeputte GAVs 
918	C/H2/CtS	Cd_pri_rad	300-1500	1.99E-02	4.24	0.00	-1.6	0	0	0	0	4	Aäron Vandeputte GAVs 
919	C/H2/CtS	Cd_rad/NonDeC	300-1500	1.97E-02	4.24	0.00	-0.7	0	0	0	0	4	Aäron Vandeputte GAVs 
920	C/H2/CtS	Cd_rad/Cd	300-1500	9.40E-03	4.24	0.00	6.1	0	0	0	0	4	Aäron Vandeputte GAVs 
921	C/H2/CtS	Cb_rad	300-1500	2.37E-02	4.24	0.00	-4.3	0	0	0	0	4	Aäron Vandeputte GAVs 
922	C/H2/CtS	Cd_rad/Ct	300-1500	2.02E-03	4.24	0.00	3.4	0	0	0	0	4	Aäron Vandeputte GAVs 
923	C/H2/CtS	C_rad/H2/S	300-1500	6.83E-03	4.24	0.00	8.3	0	0	0	0	4	Aäron Vandeputte GAVs 
924	C/H2/CtS	C_rad/H/CsS	300-1500	1.22E-02	4.24	0.00	8.3	0	0	0	0	4	Aäron Vandeputte GAVs 
925	C/H2/CtS	C_rad/Cs2S	300-1500	4.92E-03	4.24	0.00	8.1	0	0	0	0	4	Aäron Vandeputte GAVs 
926	C/H2/CtS	Cd_rad/NonDeS	300-1500	4.08E-02	4.24	0.00	0.6	0	0	0	0	4	Aäron Vandeputte GAVs 
927	C/H2/CtS	C_rad/H/CdS	300-1500	6.74E-02	4.24	0.00	19.5	0	0	0	0	4	Aäron Vandeputte GAVs 
928	C/H2/CtS	C_rad/CdCsS	300-1500	8.51E-03	4.24	0.00	19.5	0	0	0	0	4	Aäron Vandeputte GAVs 
929	C/H2/CtS	C_rad/H/CtS	300-1500	4.01E-02	4.24	0.00	18.0	0	0	0	0	4	Aäron Vandeputte GAVs 
930	C/H2/CtS	C_rad/CtCsS	300-1500	1.64E-01	4.24	0.00	18.8	0	0	0	0	4	Aäron Vandeputte GAVs 
931	C/H/CtCsS	H_rad	300-1500	7.39E-01	4.24	0.00	-0.6	0	0	0	0	4	Aäron Vandeputte GAVs 
932	C/H/CtCsS	C_methyl	300-1500	2.14E-02	4.24	0.00	1.5	0	0	0	0	4	Aäron Vandeputte GAVs 
933	C/H/CtCsS	C_rad/H2/Cs	300-1500	4.35E-03	4.24	0.00	2.9	0	0	0	0	4	Aäron Vandeputte GAVs 
934	C/H/CtCsS	C_rad/H/NonDeC	300-1500	1.15E-02	4.24	0.00	3.8	0	0	0	0	4	Aäron Vandeputte GAVs 
935	C/H/CtCsS	C_rad/Cs3	300-1500	6.04E-03	4.24	0.00	3.8	0	0	0	0	4	Aäron Vandeputte GAVs 
936	C/H/CtCsS	C_rad/H2/Cd	300-1500	4.49E-02	4.24	0.00	14.3	0	0	0	0	4	Aäron Vandeputte GAVs 
937	C/H/CtCsS	C_rad/H/CdCs	300-1500	3.54E-02	4.24	0.00	16.1	0	0	0	0	4	Aäron Vandeputte GAVs 
938	C/H/CtCsS	C_rad/CdCs2	300-1500	9.67E-03	4.24	0.00	16.6	0	0	0	0	4	Aäron Vandeputte GAVs 
939	C/H/CtCsS	C_rad/H/CdCd	300-1500	1.42E-01	4.24	0.00	24.4	0	0	0	0	4	Aäron Vandeputte GAVs 
940	C/H/CtCsS	C_rad/CdCdCs	300-1500	1.26E-02	4.24	0.00	24.8	0	0	0	0	4	Aäron Vandeputte GAVs 
941	C/H/CtCsS	C_rad/H2/Ct	300-1500	2.04E-02	4.24	0.00	10.5	0	0	0	0	4	Aäron Vandeputte GAVs 
942	C/H/CtCsS	C_rad/H/CtCs	300-1500	8.49E-03	4.24	0.00	12.1	0	0	0	0	4	Aäron Vandeputte GAVs 
943	C/H/CtCsS	C_rad/CtCs2	300-1500	6.02E-03	4.24	0.00	12.9	0	0	0	0	4	Aäron Vandeputte GAVs 
944	C/H/CtCsS	C_rad/H/CtCt	300-1500	4.32E-02	4.24	0.00	18.6	0	0	0	0	4	Aäron Vandeputte GAVs 
945	C/H/CtCsS	C_rad/CtCtCs	300-1500	2.13E-03	4.24	0.00	19.7	0	0	0	0	4	Aäron Vandeputte GAVs 
946	C/H/CtCsS	C_rad/H2/Cb	300-1500	4.38E-02	4.24	0.00	12.2	0	0	0	0	4	Aäron Vandeputte GAVs 
947	C/H/CtCsS	C_rad/H/CbCs	300-1500	2.25E-02	4.24	0.00	13.0	0	0	0	0	4	Aäron Vandeputte GAVs 
948	C/H/CtCsS	C_rad/CbCs2	300-1500	1.07E-03	4.24	0.00	12.6	0	0	0	0	4	Aäron Vandeputte GAVs 
949	C/H/CtCsS	Cd_pri_rad	300-1500	2.01E-02	4.24	0.00	-3.1	0	0	0	0	4	Aäron Vandeputte GAVs 
950	C/H/CtCsS	Cd_rad/NonDeC	300-1500	1.99E-02	4.24	0.00	-2.2	0	0	0	0	4	Aäron Vandeputte GAVs 
951	C/H/CtCsS	Cd_rad/Cd	300-1500	9.49E-03	4.24	0.00	4.6	0	0	0	0	4	Aäron Vandeputte GAVs 
952	C/H/CtCsS	Cb_rad	300-1500	2.39E-02	4.24	0.00	-5.8	0	0	0	0	4	Aäron Vandeputte GAVs 
953	C/H/CtCsS	Cd_rad/Ct	300-1500	2.04E-03	4.24	0.00	1.9	0	0	0	0	4	Aäron Vandeputte GAVs 
954	C/H/CtCsS	C_rad/H2/S	300-1500	6.89E-03	4.24	0.00	6.8	0	0	0	0	4	Aäron Vandeputte GAVs 
955	C/H/CtCsS	C_rad/H/CsS	300-1500	1.23E-02	4.24	0.00	6.8	0	0	0	0	4	Aäron Vandeputte GAVs 
956	C/H/CtCsS	C_rad/Cs2S	300-1500	4.97E-03	4.24	0.00	6.6	0	0	0	0	4	Aäron Vandeputte GAVs 
957	C/H/CtCsS	Cd_rad/NonDeS	300-1500	4.12E-02	4.24	0.00	-0.9	0	0	0	0	4	Aäron Vandeputte GAVs 
958	C/H/CtCsS	C_rad/H/CdS	300-1500	6.80E-02	4.24	0.00	18.0	0	0	0	0	4	Aäron Vandeputte GAVs 
959	C/H/CtCsS	C_rad/CdCsS	300-1500	8.59E-03	4.24	0.00	18.0	0	0	0	0	4	Aäron Vandeputte GAVs 
